student_id,lecture_watch_pct,checklist_pct,attended_live_class,attended_group_discussion,qa_participation_pct,dropout,recommended_activities
S247,60,65,1,1,80,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.
S248,56,51,1,0,59,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S249,100,69,1,1,25,0,Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S250,78,36,1,1,42,0,Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S251,44,70,0,1,34,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S252,88,80,1,1,32,0,Participate more in Q&A to clarify doubts and boost retention.
S253,100,29,0,1,74,0,Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.
S254,90,71,0,0,15,0,Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S255,39,87,0,0,90,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.
S256,60,43,0,0,70,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.
S257,95,95,1,1,77,0,"Good Job, You did Well in the Week. Keep the momentum"
S258,55,72,0,0,38,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S259,78,52,0,1,46,0,Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S260,85,63,1,1,14,0,Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S261,51,75,1,1,36,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Participate more in Q&A to clarify doubts and boost retention.
S262,68,66,0,1,62,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.
S263,20,74,1,0,82,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Join group discussions to improve collaboration and communication skills.
S264,49,48,1,1,22,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S265,64,68,1,1,40,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S266,45,39,1,0,46,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S267,100,62,1,1,15,0,Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S268,41,48,0,1,64,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.
S269,61,51,1,1,31,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S270,72,87,1,0,45,1,Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S271,98,84,1,0,38,0,Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S272,41,75,1,1,30,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Participate more in Q&A to clarify doubts and boost retention.
S273,93,45,0,1,49,0,Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S274,70,59,1,1,44,1,Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S275,50,86,1,0,40,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S276,79,67,1,1,31,1,Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S277,73,100,1,1,57,0,Participate more in Q&A to clarify doubts and boost retention.
S278,57,72,0,1,91,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Attend live classes to get real-time support and stay engaged.
S279,71,68,0,1,53,0,Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S280,62,59,1,1,74,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.
S281,72,67,1,0,15,0,Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S282,83,62,1,1,53,0,Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S283,100,77,1,1,22,0,Participate more in Q&A to clarify doubts and boost retention.
S284,45,82,1,0,13,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S285,100,50,1,0,31,1,Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S286,30,41,1,1,79,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.
S287,66,31,1,1,73,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.
S288,81,74,0,1,56,0,Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S289,75,45,0,0,11,0,Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S290,57,26,1,1,45,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S291,65,71,0,0,57,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S292,60,100,1,0,54,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S293,58,64,1,1,3,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S294,86,80,0,1,27,1,Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S295,77,66,0,1,48,0,Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S296,56,63,0,1,63,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.
S297,87,81,1,1,0,0,Participate more in Q&A to clarify doubts and boost retention.
S298,76,59,1,0,45,1,Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S299,86,69,0,0,53,1,Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S300,82,70,1,1,71,1,"Good Job, You did Well in the Week. Keep the momentum"
S301,53,52,1,0,67,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.
S302,58,82,1,1,64,0,Increase your lecture video completion to at least 80% to strengthen understanding.
S303,84,61,1,1,30,0,Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S304,82,51,1,1,2,0,Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S305,69,74,1,0,40,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S306,72,48,0,0,75,1,Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.
S307,95,65,1,0,84,0,Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.
S308,58,64,1,1,67,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.
S309,80,84,1,1,60,0,"Good Job, You did Well in the Week. Keep the momentum"
S310,65,73,1,1,59,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Participate more in Q&A to clarify doubts and boost retention.
S311,65,64,1,1,36,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S312,91,79,1,0,46,1,Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S313,86,90,0,0,91,0,Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.
S314,86,75,1,0,26,1,Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S315,96,65,0,1,90,0,Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.
S316,70,41,1,1,41,0,Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S317,83,45,1,1,83,0,Make sure to complete all checklist items to stay on track.
S318,63,59,1,1,14,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S319,76,54,1,1,64,1,Make sure to complete all checklist items to stay on track.
S320,67,61,0,0,31,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S321,71,66,1,0,14,0,Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S322,81,74,1,1,55,0,Participate more in Q&A to clarify doubts and boost retention.
S323,53,63,0,1,75,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.
S324,100,73,0,1,28,1,Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S325,49,66,0,1,12,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S326,45,29,1,0,47,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S327,93,48,0,1,47,0,Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S328,85,62,1,1,63,0,Make sure to complete all checklist items to stay on track.
S329,82,43,1,1,73,0,Make sure to complete all checklist items to stay on track.
S330,82,75,1,0,48,0,Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S331,69,92,1,1,96,1,Increase your lecture video completion to at least 80% to strengthen understanding.
S332,52,86,1,1,55,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Participate more in Q&A to clarify doubts and boost retention.
S333,71,61,1,1,41,0,Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S334,56,91,0,0,9,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S335,89,67,1,0,43,0,Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S336,67,58,1,1,41,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S337,53,53,1,0,74,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.
S338,63,59,0,0,61,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.
S339,78,58,1,0,20,0,Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S340,58,68,1,0,54,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S341,53,67,0,0,66,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.
S342,74,65,0,1,88,1,Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.
S343,74,72,1,0,72,0,Join group discussions to improve collaboration and communication skills.
S344,59,86,1,1,69,0,Increase your lecture video completion to at least 80% to strengthen understanding.
S345,60,82,0,0,51,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S346,74,38,1,1,59,0,Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S347,41,19,1,0,81,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.
S348,41,81,0,0,16,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S349,55,40,1,1,41,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S350,65,60,1,0,30,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S351,76,43,1,1,59,0,Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S352,99,32,1,0,80,0,Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.
S353,87,74,1,1,35,0,Participate more in Q&A to clarify doubts and boost retention.
S354,66,78,0,1,0,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S355,69,54,1,0,39,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S356,49,18,1,1,72,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.
S357,69,55,1,0,63,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.
S358,64,72,1,1,60,1,Increase your lecture video completion to at least 80% to strengthen understanding.
S359,76,38,0,1,43,0,Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S360,53,68,1,1,18,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S361,80,64,1,1,62,1,Make sure to complete all checklist items to stay on track.
S362,100,75,1,1,29,0,Participate more in Q&A to clarify doubts and boost retention.
S363,67,67,1,1,100,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.
S364,78,47,1,1,64,0,Make sure to complete all checklist items to stay on track.
S365,83,86,0,1,35,1,Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S366,61,62,0,0,34,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S367,74,64,1,0,47,1,Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S368,70,48,1,1,44,1,Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S369,71,57,0,0,77,1,Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.
S370,54,49,0,1,54,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S371,70,61,1,0,31,0,Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S372,79,95,1,0,97,1,Join group discussions to improve collaboration and communication skills.
S373,99,40,1,0,51,0,Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S374,89,35,0,1,69,0,Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.
S375,100,91,0,0,34,1,Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S376,54,61,1,1,59,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S377,87,52,1,0,57,1,Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S378,73,83,0,1,2,1,Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S379,100,54,0,0,100,0,Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.
S380,53,97,0,0,82,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.
S381,53,77,0,0,40,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S382,58,56,1,1,22,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S383,27,100,1,0,58,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S384,59,54,1,1,52,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S385,54,78,1,0,58,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S386,73,70,1,1,54,0,Participate more in Q&A to clarify doubts and boost retention.
S387,76,88,0,1,62,0,Attend live classes to get real-time support and stay engaged.
S388,100,93,1,1,86,0,"Good Job, You did Well in the Week. Keep the momentum"
S389,89,65,0,1,64,1,Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.
S390,58,51,1,1,23,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S391,52,73,0,1,84,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Attend live classes to get real-time support and stay engaged.
S392,79,52,1,1,91,0,Make sure to complete all checklist items to stay on track.
S393,43,100,1,0,100,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Join group discussions to improve collaboration and communication skills.
S394,100,67,1,0,21,0,Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S395,93,58,1,1,56,1,Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S396,60,68,0,1,0,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S397,35,40,0,1,63,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.
S398,97,47,1,1,36,0,Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S399,67,86,1,0,98,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Join group discussions to improve collaboration and communication skills.
S400,94,53,1,0,30,0,Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S401,38,46,1,1,7,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S402,58,74,0,1,38,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S403,70,86,0,1,0,1,Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S404,70,77,1,0,68,0,Join group discussions to improve collaboration and communication skills.
S405,60,82,0,0,0,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S406,82,51,1,1,50,1,Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S407,48,39,0,1,0,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S408,67,92,1,0,41,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S409,72,59,0,0,91,0,Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.
S410,80,60,0,1,59,1,Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S411,84,88,1,1,28,0,Participate more in Q&A to clarify doubts and boost retention.
S412,47,75,0,1,49,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S413,39,73,1,1,50,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Participate more in Q&A to clarify doubts and boost retention.
S414,95,100,1,1,61,1,"Good Job, You did Well in the Week. Keep the momentum"
S415,76,53,1,1,15,1,Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S416,55,81,0,1,64,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Attend live classes to get real-time support and stay engaged.
S417,100,66,0,1,0,0,Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S418,72,69,0,0,34,1,Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S419,93,92,0,1,37,1,Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S420,71,74,1,1,65,0,"Good Job, You did Well in the Week. Keep the momentum"
S421,100,74,0,1,50,0,Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S422,100,84,1,1,14,1,Participate more in Q&A to clarify doubts and boost retention.
S423,65,58,1,0,25,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S424,89,49,1,1,54,0,Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S425,82,46,0,1,48,0,Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S426,97,29,0,0,35,0,Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S427,50,100,1,1,37,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Participate more in Q&A to clarify doubts and boost retention.
S428,83,45,1,0,67,0,Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.
S429,91,61,0,1,37,0,Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S430,34,60,1,1,47,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S431,46,70,0,1,100,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Attend live classes to get real-time support and stay engaged.
S432,29,79,0,1,14,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S433,64,80,1,0,3,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S434,84,54,1,0,69,0,Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.
S435,100,61,0,1,33,0,Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S436,71,70,0,1,42,1,Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S437,100,60,1,0,30,0,Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S438,42,93,0,0,43,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S439,35,73,1,1,89,1,Increase your lecture video completion to at least 80% to strengthen understanding.
S440,68,78,1,1,70,0,Increase your lecture video completion to at least 80% to strengthen understanding.
S441,77,76,0,1,71,1,Attend live classes to get real-time support and stay engaged.
S442,69,86,0,0,14,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S443,28,68,1,1,21,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S444,68,41,0,1,0,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S445,43,72,1,0,29,0,Increase your lecture video completion to at least 80% to strengthen understanding.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S446,83,53,1,1,73,1,Make sure to complete all checklist items to stay on track.
S447,77,55,1,1,62,0,Make sure to complete all checklist items to stay on track.
